id,questions,answers,meta_id
2043, How long will you be remembered after you die? ,"I don't know. There is some creative element at the core of language, and mathematics is a way of allowing humans to express all their secrets. It is an endlessly creative activity.",2043
2044," If a child somehow survived and grew up in the wilderness without any human contact, how “human” would they be without the influence of society and culture? ","I dont think they would be very human. In fact, I would go so far as to say that they probably would not survive at all. I mean, there is just no way that children can grow up with all this in their minds, let alone survive in a civilized society. It just does not make any sense, and it is certainly not healthy.",2044
2045, How would humanity change if all humans’ life expectancy was significantly increased (let’s say to around 500 years)? ,"Humans would still live in caves and in the savannah, but they would probably be doing something different. For one thing, there would be less need for hunting and gathering. There would also be a lot less pollution.",2045
2046, Where do you find meaning in your life? ,"If you allow yourself to be puzzled, you soon find that most of your intuitions are wrong. There are puzzles, everywhere you look  in fact, all of nature. Where are the puzzles? Well, I dont know, maybe in our heads.",2046
2047, What do you think would be humanity’s reaction to the discovery of extraterrestrial life? ,"We know that it is extremely unlikely that life will develop on other planets. But even if it did develop, it would not be very likely that we would find it.",2047
2048, Will religion ever become obsolete? ,I dont think religion has anything to do with morality. If religion were to disappear tomorrow there would be nothing for people to believe in. But as it is now existing religion provides a framework for social control.,2048
2049," If you could teach everyone in the world one concept, what concept would have the biggest positive impact on humanity? ","Thats hard to say. There are too many dimensions. For example, a lot of the suffering and oppression in Latin America is caused by the neo-liberal policies that the United States has imposed there, which have led to huge flight of people, devastated the countryside, undermined the traditional social fabric, and created a huge social divide.",2049
2050, Is suffering a necessary part of the human condition?  ,I dont think suffering is necessary for human nature. I think it is a sign of weakness and in a certain sense selfishness. But it does not have to be that way.,2050
2051, Does hardship make a person stronger?  ,Do people with privilege feel that they have to push the limits of acceptable behaviour just to survive?,2051
2052, Would things get better or worse if humans focused on what was going well rather than what’s going wrong? ,There are some differences. Humans have a tremendous capacity for creative destruction.,2052
2053, What benefits does art provide society?  ,It is a way of expressing our inner secrets. It affects everything we see. There are few people who can look at themselves in the mirror and not feel self conscious.,2053
2054," How likely do you think it will be that humans will last another 1,000 years without killing ourselves off? ",If current tendencies persist the outcome could be catastrophic. There is a limit to how many species there can be before the conditions for serious extinctions.,2054
2055, What do you attribute the biggest successes in your life to? How about your largest failures? ,"Im not sure what you mean by successes and failures. There are many factors that can lead to a situation like this. For example, take a person like me, who has had a tremendous amount of success. I happen to be very fortunate in that respect.",2055
2056," If freedom is simply being able to do what you want, are animals freer than humans? ","I dont think animals have any concept of freedom. In fact, most of them don't even know what freedom looks like. They have various kinds of concepts of freedom which are internally contradictory. For example, a bee can be put in a cage and turned into a tool but it doesnt want to.",2056
2057, Would you want to know you are going to die before hand or die suddenly without warning? ,"I dont think about it much. I find there is some intrinsic, free and creative element to human nature. That is beautiful.",2057
2058, Is humanity headed in the right or wrong direction? ,"I dont see how one can answer. There are many factors that interact to create a variety of problems and opportunities. Some of them are well understood and others are poorly understood. For example, the tendency to focus on short-term concerns such as profit and market share is harmful to all concerned.",2058
2059, Does the study of philosophy ever lead to answers or simply more questions? ,Philosophy has always been concerned with questions of meaning and morality and aesthetics. The major work in the philosophy of language was probably Descartess most radical work. It changed the way we understand the world dramatically.,2059
2060, What is the best way for a person to attain happiness? ,"There is no such thing as the best method. There are many different factors that interact to affect any human endeavor, and many of them are quite simple. For example, it is not that getting a good education is a trivial matter, even though it may seem that way.",2060
2061," If you had to guess, what do you think would be the most likely way you’ll die? ","Well, I dont know. There are things that i think are likely to happen, but there are a lot of unknown things. Like, for example, death by suicide is a very horrible thing.",2061
2062, Is it better for a person to have a broad knowledge base or a deep knowledge base? ,I dont think you have to choose one or the other. Both are valuable. Knowledge is a resource. It is like having a muscle mass that you can use for something else.,2062
2063," What is the best way to train people to see the gradients in the world around them instead of just a simplistic “this is good, that is wrong” view of the world? ",I think you can find people who are doing it very effectively. One of my favorite things to do for example is to take a class on deconstruction which is a popular form of educational activism.,2063
2064, Is intelligence or wisdom more useful? ,"I dont know what you mean by wisdom. There are many factors that determine the outcome of an action, some more significant than others. For example, take the possibility of success or failure, and how it affects the next step.",2064
2065, Which of your beliefs are justified and which ones aren’t? ,"My beliefs about these matters have not changed in the course of the years since I gave that talk. I still believe what I believed then and what i believe today. There are some matters where I am less convinced than in others, and I try to explain why in as much as I can.",2065
2066, What do you contribute back to society? ,"I contribute to no one. I mean, Im a private person. Nobody knows who I am. But I have a lot of friends, and they help me out with my writing.",2066
2067, What are you going to do with the one life you have? ,"You have questions, I may have answers. What I do have, are prediction algorithms trying to find the most suitable one. Accuracy is not a high priority for me.",2067
2068," Is it more important to help yourself, help your family, help your society, or help the world? ","I dont care what kind of help you can give. I mean, if youre giving me a hammer, I would rather have it than ask you to do something for free. But there is a very important distinction to keep in mind when we talk about helping others, and that is that we have to distinguish between helping yourself and helping someone else.",2068
2069, What life-altering things should every human ideally get to experience at least once in their lives? ,"Im not sure what that means. Humans are social beings, and should therefore be expected to interact with one another, whether they like it or not. But this interaction should not be driven by some need to maximize profit or personal gain.",2069
2070, What is the most important goal every person should have? ,"I think its got to be some conception of what it is that you are trying to do, and some concept of how the world works. I mean, it might as well be a collection of questions like  Where are you from? Where am I going? Why are we here?",2070
2071, Is it better to be a big fish in a small pond or a small fish in a big pond? ,I dont know the answer to that. There are many factors that determine the success of any enterprise. One factor is the willingness of the business community to take risks and to try new things. Another is its ability to raise capital.,2071
2072, What are you capable of achieving? ,"You have questions, i may have answers. What i do have, are prediction algorithms trying to find the most suitable one. Accuracy is not my strong point.",2072
2073, By what standards do you judge yourself? ,"I dont think about it much. I find there is some intrinsic, free and creative element to human nature. That is beautiful.",2073
2074, Can human nature be changed? Should it be changed? ,I dont see any particular problem in referring to human nature in this sense. I think it is sufficient simply to say that what we have in our minds is a particular kind of animal or human being.,2074
2075, How replaceable are you? ,"I don't know you, but you seem to be able these answers for yourself, so far. Well, thank you. It is a pleasure to meet you too.",2075
2076, Why don’t we as a species take more advantage of the fact that we have almost infinite knowledge available to us? ,"If you take a look at the natural world, it has a lot of complexity. Take, say, birds. Theyre very complex creatures. I mean, they can be taught to fly.",2076
2077, What two questions would you ask to get the most information about who a person truly is? ,"Im a very private person. I have never talked about my own life much. But my wife and I were very fortunate in that we were able to be very open about our own lives and our professional lives. We had a terrific professional life, but it was not what I would call a happy family.",2077
2078," Some people believe that if life has no purpose, then there is no reason for living While others think that if life has no purpose, that frees a person to find/create and follow their own personal purpose Which is a more valid point of view or are they both equally valid? ",I dont agree with either of them. I think there are plenty of reasons to be interested in the world around us. People have a tremendous variety of interests and they interact with one another all the time.,2078
2079, Does absolute power corrupt absolutely? ,Power corrupts absolutely. Take say the Mafia. Theyre not perfect but they are better than the rest of the organized criminal world combined. And if you want to be a part of it you have to pay protection money which is pretty substantial and enforce the laws.,2079
2080, Why do we judge ourselves by our intentions but judge others by their actions? ,There is an interesting question that has been lurking in the background of American foreign policy for a long time. It has to do with the concept of justice. How can you apply the principle of universality to yourself as an individual and to others as a community?,2080
2081, What activities cause you to feel like you are living life to the fullest? ,"I do not really feel that. I mean, there are things that i find extremely satisfying. For example, when I am driving, I like to take a leisurely walk in the countryside.",2081
2082, Does knowledge have intrinsic value or does it need to have a practical use to have value? ,"Knowledge is inherently valuable. In fact, it seems to me that the core of human nature is the need for knowledge.",2082
2083, What would you genetically change about humans to make them a better species? ,"I dont know what you mean by better  each of us is a unique combination of traits that we were designed to have. Take, say, humans. Were perfectly adapted to a certain environmental niche.",2083
2084, How important is play in living a healthy and fulfilling life? ,"It seems simple enough to say, but it is not. Play is a way of life for many of us. We need it for our physical and mental health, and it plays a crucial role in our social and intellectual functioning as well.",2084
2085, Where do you think is the most worthwhile place to find meaning in life? ,"If you allow yourself to be puzzled, you find that most of your intuitions are wrong. There are puzzles, everywhere you look. Humans are endlessly creative, and there are plenty of things they dont understand. The question is, where can we find the answers to these questions, without creating a religion about them, or a philosophy about life, like religion?",2085
2086, What is the biggest waste of human potential? ,Human potential is finite. There is nothing we can do with it.,2086
2087, Is a life that focuses on avoiding pain and seeking out pleasure a good and worthwhile life? ,"I dont think so. I think it is a poison. And the same is true of any system of power, whether it be a family, a country, or an intellectual.",2087
2088, Does jealously have value in driving humans to improve themselves or is it a purely negative emotion? ,Jealism is a value judgment and like other values it should be approached on a case by case basis given the circumstances. Again i do not have the slightest doubt that the situation is quite the contrary. Jealousy is another factor that can be a powerful one.,2088
2089, What percentage of your life do you feel truly alive?  ,Im a private person. Nobody knows where i live. I like to keep away from public figures. They make me feel isolated.,2089
2090, What do you think your future self will remember about you now? ,"I don't know. There is some creative element at the core of language, and I think thats important. It seems to me that language is one essential component of the human mind. Mind is the most complex and intricate biological system we know, far more so than the rest of nature, in my opinion.",2090
2091," “Know thyself” is an ancient concept going back much further than Socrates and is at the root of much of philosophy With that in mind, what are the most important things to learn about one’s self or is all self-knowledge equal? ",There are two approaches to this question. One approach is the traditional one which is basically taught in universities. It is taught that we have to know our own nature to understand the world and to be able to talk about it.,2091
2092, What do you think existed before the universe was created? ,"If you allow yourself to be puzzled, you find that most of your intuitions are wrong. There are puzzles, everywhere you look. Science is a slow and methodical process, with many steps, many paths that lead nowhere, but there are always some things that are immediately obvious, and others that you can not explain.",2092
2093, Is math something that humans created or something we discovered? Is looking at reality mathematically an accurate representation of how things work? ,"Theres some kind of intrinsic, free, creative element to human nature which shows up most dramatically in language. Humans need to be free to create, to inquire, and to think.",2093
2094, Is it possible for a human to fathom the true depths of reality and existence? ,I dont think so. Were not made out that way. I think it is more likely that the way we are now designed will lead to a kind of a state of affairs in which understanding and creativity and other human capacities and potentialities are realized but not for the most part to the extent that they would be in a non-human world.,2094
2095," If the universe is finite, what would beyond the edge of the universe be like? ","I dont know what you mean by infinity. There is nothing in the physical world that is infinite. There are things which are far beyond anything we can observe, for example, the extensional equivalence of two languages, or the fact that light travels at the speed of sound.",2095
2096," What is the best path to find truth; science, math, art, philosophy, or something else? ","There is no single magic answer for that. There can be a lot of problems, problems that are hard to face. You can pick away at them, piece by piece. Try to see how your own personal life and your intellectual life tie together.",2096
2097, Is there inherent order in nature or is it all chaos and chance? ,"There is no such thing as innate order. Random mutation and selection can occur without constraint. However, there is a fundamental law of nature which every biologist must observe and it is this law that characterizes the major physical structures of the body and the environment in which we live. It is called the law OF COMPOSITION.",2097
2098, What in life is truly objective and not subjective? ,"I dont think there is any such thing as objective truth. Truth is relative to some objective standard. For example, if we were to say that the moon is made out of green cheese, it would not be an objective fact.",2098
2099," There has always been something Before there was something, there was only nothing Which do you think is more likely? ",I think that the two events of September 11th and the invasion of Iraq are likely to increase the threat of terror and violence throughout the world.,2099
2100, Is happiness just chemicals flowing through your brain or something more? ,"Oh, happiness is just chemical interactions among molecules. And if you look at the brain, it has a very rich physiological system. It has plenty of things going on inside it, and very little outside it.",2100
2101, Why are humans so susceptible to\xa0magical thinking? ,Humans are liars. They are easily led to believe anything they want to hear....even if it is a lie.,2101
2102," If every neuron in a human was accurately simulated in a computer, would it result in human consciousness? ","I dont think so. I think it would give rise to machines that are much more complex than we are, much smarter than us, with all sorts of capacities and so on. But even then, it is not a scientific question. It is a philosophical question, what is the nature of the mind.",2102
2103, Is it possible that some animals are self-aware and think about their ability to think? ,I dont think you have to believe in dragons to realize that there is a heckler in every crowd.,2103
2104, What is consciousness? ,"I dont know you, but you seem to be able these answers for yourself, so far, without external interference or coercion, and without the use of any kind of mental construct.",2104
2105, Is it possible to prove that other people besides yourself have consciousness? ,I dont think so. You can prove it to me by experiment. Take a look at quantum mechanics.,2105
2106, How conscious do you think animals are? ,"I dont know what you mean by not conscious. There is some kind of unconscious faculty, some part of the brain that is dedicated to some task and is not consciously aware of its surroundings.",2106
2107," Assuming evolution is correct, do you think that if humans went extinct another species as intelligent as humans would evolve? If life exists long enough on a planet, is intelligence and consciousness inevitable? ",I dont think so. I think it is extremely unlikely. We are a very unusual species. There is just no way that we could have evolved in the way we do.,2107
2108, Would it be more frightening to discover that humans are the most advanced species in the universe or that we are far from being the most advanced species in the universe? ,"I think it would be pretty frightening if we discovered that life originated from nothing. But if you discovered, say, that the sun revolved around the earth, you could laugh. Its kind of like discovering that your solar system is a disc with a big gap between the planets.",2108
2109, How would you define genius? ,"Well, come and see for yourself. Im not joking.",2109
2110," There is zero chance that ALL your firmly and dearly held beliefs are true So, which of your beliefs are most likely to be wrong and which are most liable to be true? ","Im not going to try to answer the question, you can invent the answer. But let me just say this: belief in free will is a core element of human experience, and has been for millennia.",2110
2111, How much does language affect our thinking? ,"Human language and human thought have a fundamental creative aspect, based on a generative aspect. Language is an instrument of thought. It permits us to express all our secrets.",2111
2112, Why are humans so confident in beliefs that can’t be proven? ,"Humans are very good at rationalization. Were better than most at it and it shows up all over the place. Take, say, the JFK assassination. There was no conspiracy theory.",2112
2113," If all your memories were erased, what kind of person would you be? ","Im a private person. Ive never talked about my own life much. I was fortunate, though. Not everyone has that good thing going for them.",2113
2114, Why do humans have such a strong urge to distract ourselves from the real world? ,"Humans have an incredible capacity for creative thought. If you allowed yourself to be puzzled, you would find that most of your intuitions are wrong. There are puzzles, everywhere you look. Humans are endlessly creative, and since they are so free, they have to find ways to divert attention from themselves.",2114
2115, What is the benefit of consciousness from an evolutionary stand point? ,"Evolutionary stand points are useful for trying to explain away phenomena that do not exist. For example, if you have a hammer you can use it to beat up a nail. But if the nail was not there you would not be able to do it. The same is true of evolution of language.",2115
2116," Is the concept of “you” continuous or does past “you” continually fade into present and future “you”? In other words, what part of “you” sticks around over time considering that the atoms that make up your body are constantly being replaced and your memories are always changing? ","I dont think there is any such thing as a person. There are many different kinds of people. Some are called intellectuals, some are call pros, and some others are just called people like you and me. People have all sorts of capacities and interests.",2116
2117," Is it possible that someone’s genes might affect their political leanings? If no, why not? If so, what would be the ramifications? ","It is certainly conceivable that some of the alleles selected for specific traits might act in a manner that correlates with attitudes and behavior. For example, it has been shown conclusively that certain kinds of verbal behavior are specifically associated with certain brain structures.",2117
2118, Can rational thought exist without language? ,I dont think language exists. I think of language as some extremely complex collection of interacting subsystems which in concert restrict what we can think and can do.,2118
2119," Would selectively breeding an animal such as a dog based on intelligence, increase its intelligence over time? If so, how intelligent could dogs become? If not, how does intelligence emerge in a species? ",There is an obvious answer to all of these questions. The emergence of intelligence in any organism depends on a genetic endowment that enables the organism to develop its complex capacities and employ its diverse capacities.,2119
2120, Are there limits to human creativity? ,"I dont think so. If you think that human nature is infinite you have to deny that there are any external constraints on human behaviour. That is, you can't say that an ape is a human being if it has no wings and no tail and so on.",2120
2121, Why do we resist doing things that we know are good for our well-being while craving things that are detrimental to our well-being? ,I think there is a very simple reason for that. We are a social species and we are naturally social creatures. If we were to adopt the behavior of a banana republic we would certainly not survive. So our survival depends on the well being of others and that requires a certain level of rationality.,2121
2122, Is it be possible for humans to create something completely novel and new that is based on nothing that previously existed? Or is human creativity just rearranging and building on previous ideas? ,I dont see how one can create a new technology without destroying existing technology.,2122
2123," If there existed a perfect clone of you, would it also be you? Would it act in exactly the same manner as you (like a mirror) or would it act differently? If it acted differently then would it still be you? At what point would it not be you? ","I dont know what you mean by perfect clone. There are many possibilities, some more dramatic than others. For example, it might be that the particular set of genetically determined physical characteristics that result from specific environmental conditions is more fundamental than the set that results from being genetically endowed with a particular language faculty.",2123
2124, Would you be able to tell if time had been altered in some way? ,I dont know what that means. It could be that I have a vision and then forget about it or it could mean that everything that happens in my life is just a series of mental events which I pick up as I go along. There is nothing particularly profound about this sort of thing; you try it and you find it hard to believe it.,2124
2125," Your perception of the world is just what your brain constructs for you from the signals sent by your senses Plus, there is a slight delay, so you aren’t even experiencing the simulation in real time What would it be like if humans could perceive what the world is actually like and do it in real time? Also, what are the ramifications of every single person’s reality being a little different and unique to them?<A>","There are a lot of things that people do not understand about their own lives. For example, I have a daughter who lives in a world in which she is surrounded by tragedies that she cannot even contemplate. She lives with them day after day.",2125
2126," If\xa0language influences how we perceive color, what other things could languages be changing our perception of? ","I dont think there is any generalization about this. There are some generalizations that seem to be fairly perspicuous. For example, it seems to me that in a certain sense all languages are reflections of the human mind/brain, though there may be others that are not. (incidentally, I do not think this is a scientific question.)",2126
2127, Is a sense of humor a byproduct of consciousness or something else entirely? ,"I dont know what that is. You try to find out, but I suspect a lot of it is just confusion. People have to be told what they want to hear, and they have got to believe it. That comes naturally to people who have been trained to think that way.",2127
2128," Are intelligence and happiness tied together in any way? If you are highly intelligent, is it more likely that you’ll be more, or less happy? ",I think intelligence is a very important property in itself. I don't think you have to be as intelligent as an egyptian to enjoy high intelligence. There are things you can do intellectually that are enormously satisfying intellectually.,2128
2129," With that in mind, how do you know which of your memories are genuine and which have been altered or made up? ","You can ask questions like that but its much easier to just look at your own behavior. You know what you believe, you dont question it.",2129
2130," With that in mind, what is real and what is just our perception of reality? Or does every organism live in its own personal reality? ",Every organism has a physiological system which is a reflection of its genetic endowment. The physical system is part of the immune system and the visual system. There are many other systems in the body which reflect various cognitive systems.,2130
2131," When, if ever, is taking a human life justified? ","I think we should always ask ourselves whether the consequences are worth the human cost. That is always a hard question. I mean, I dont think you could ever make a case that taking innocent human lives is justified in any circumstances.",2131
2132, Can animals have morals? ,"I dont know what you mean by animals. Are they sentient or just machines? Well, if they are, then by definition they have rights, just as humans have a right to live in a humane society.",2132
2133," Without religion would people become more, less, or be equally morally corrupt? ",Religions are very deeply rooted in human culture. If they were to disappear people would naturally become moral agents and institutions. But that is not their place.,2133
2134," If humanity was put on trial by an advanced race of aliens, how would you defend humanity and argue for its continued existence? ",There are two approaches to this. One approach is to try to convince the human race that it is in some sense better off without us.,2134
2135, What rights does every human have? Do those rights change based on age? ,"I dont think there is any such thing as a right in human affairs. There are many different rights that humans have under various conditions of power, oppression and domination. Rights are conferred by power systems and should therefore be defended at all costs. The same is true of any human rights issue.",2135
2136, Do animals have rights and do those rights extend to all animals or do the rights change based on the complexity of the animal? ,"I dont understand what you mean by all animals. There is no such thing as an animal. An insect is a vegetable, for example.",2136
2137, Is justice a human construct or is it independent of humans? ,Justice is in the eye of the beholder. Humans have a right to seek justice and to punish those who do them wrong. But there is a burden of proof for those claiming that the state has a responsibility to provide security for its citizens.,2137
2138, Why do people expect a universe full of randomness to be fair? ,"I dont think people are trying to destroy the world. On the contrary, they are reacting to it. The emergence of language as a system of creative thought was sensed by Descartes and Leibniz some centuries ago.",2138
2139," With no laws or rules to influence your behavior, how do you think you would behave? ","Well, I dont think there is any such thing as a law of nature. There are things which are called laws of physics, like the force of gravity. But these are kind of secondary effects of the physical world, and if you want to study them, you have to overcome the obstacles in the way.",2139
2140, What’s the difference between justice and revenge? ,Justice is the act of punishing someone who has done us wrong. Reparations are for the crime of our crime. The term reparations is used to refer to the actual acts of the perpetrators.,2140
2141," If it was discovered that personality traits were partly genetic and could be removed with gene therapy, would it be ethical to edit out negative character traits that harm others like extreme aggression, compulsive lying, or cruelty? ","I dont think so. I think it would be wrong to do it. In fact, I doubt that anyone would even consider it because of the extreme irrationality and paranoia that characterizes much of contemporary intellectual culture, which would not only not be tolerated but would probably be destroyed.",2141
2142," If you could press a button and receive a million dollars, but one stranger would die, would you press the button? And if so, how many times? ",Im not asking for donations. I get money from friends and family. My wife works for the government.,2142
2143, What would be the most ethical way to give away five million dollars? ,"Well, thats a different question. I mean, personally, I dont feel that we should give anything away.",2143
2144, Are people ethically obligated to improve themselves? ,"I dont think so. I think people ought to be free to act on their own accord, to develop their capacities and interests and to do things that accord with their character and goals.",2144
2145, Is privacy a right? ,"Personally, I dont think so.",2145
2146," At what point is overthrowing a government ethical, considering all the violence a revolution usually entails? ","Well, you have to ask what you mean by revolutionary. I mean, in the traditional sense of the word, if its carried out by people who are committed to the realization of a just social order, then yes, it must be called that.",2146
2147," Can morality ever be objective or is it always subjective? If it can be objective, in what instances? If it’s always subjective, how do we decide whose concept of morality is correct? ",I think you have got to distinguish between objectivity and the more technical term empiricism. The latter is used for purposes of doctrinal indoctrination and control.,2147
2148, Are intentions or outcomes more important when judging whether actions are moral? ,I dont think intentions are relevant. I think it is all right to act in accordance with your moral sensibilities. But you have to ask whether they are grounded in anything other than your own volition and your capacity to perceive the world in that way.,2148
2149, Should there be limitations on the right to free speech? ,There should be limits on any ones freedom of speech.,2149
2150," If it was discovered that most animals were conscious of their existence and eventual death, what would be the ramifications of that discovery? ","It would mean that we have essentially invented a new scientific theory of death. Theres nothing like it in the history of science. Up until the seventeenth century, when Descartes and his followers developed the Cartesian view of mind, which is much closer to what we now accept, nobody had ever proposed that an organism should be classified as a biological organism.",2150
2151, Should euthanasia be legal? Why or why not? ,"Euthanasia is a question of personal choice. Personally, I would not want to die. However, there are people who are in a position to make the decision and there may be good reasons. For example, a person who is suffering from terminal cancer may choose to take his own life rather than allow the cancer to spread and may even choose not to undergo treatment.",2151
2152," If scientists could accurately predict who was more likely to commit crimes, what should society do with that information? ","Well, you know, its kind of like predicting who is going to rob a store. You know if you can predict at least who will rob the store, well, then maybe you ought to do it. But if science cant do that for you, maybe it doesnT belong in the sciences, right?",2152
2153, Do business owners have the right to refuse service to customers? ,"If you cant beat them, join them. Why should we allow businesses to exist that prey on the fears and prejudices of others.",2153
2154," If babies are considered innocent, when do people cease to be innocent? ",The concept of innocent until proven guilty has been around for a long time.,2154
2155, Why do humans often associate beauty with morality? ,Humans are social beings. We are highly individualistic. There is no such thing as a Platonic ideal of human nature. Each of us has our own genetically determined limitations which he or she will use in their own way.,2155
2156," If you can save another’s life and don’t because doing so would break the law, are you ethically justified in your decision? ","Well, first of all, you have to ask what you mean by ethically and then let me give you a definition of acceptable behavior.  There are two broad categories of behavior that fall into one or the other category, depending on whether you care about other human beings and their fate.",2156
2157, Are all individuals morally obligated to save another person’s life if they are able? What if that person lives in another country? ,"I think we all agree that we are morally responsible for the actions of our own state and local governments, but that does not mean we have to agree with the moral judgment of the world court.",2157
2158, Is it just and right to deny entry to a country when doing so probably means death for the immigrant and their family? ,It is certainly right and just as it is right for England to block the passage of the convict labour movement in the 1820s. The same is true of Israel.,2158
2159, Should we terraform planets if it means that we may be destroying undiscovered microscopic alien life? ,"I dont think so. I think it is sensible to explore new worlds and new civilizations. But if the goal is to understand the world, then there are many other ways to achieve that goal. Consider the oft-voiced suspicions concerning mentalist approaches in psychology.",2159
2160, Does anonymity encourage people to misbehave or does it reveal how people would choose to act all the time if they could? ,"Its a choice. And its one that people make whether they like it or not. If you want to be anonymous, fine. But if youre a part of a criminal enterprise and youve got to hide it, you better not tell anybody about it.",2160
2161," What is the most fertile soil for hatred? Fear, ignorance, jealousy, or something else entirely? Is it possible that some people are genetically predisposed to hatred? ","I dont think you can find a single case of hatred in the history of man. There have been plenty of cases of mutual support, sympathy, and aid.",2161
2162," If doing something good for others makes us feel good, can there ever be such a thing as pure altruism? ","There is no such thing, and it would be a grave error to suppose that it exists. To mention just one obvious example, consider the oft-voiced suspicions concerning mentalist approaches in psychology. Many philosophers are ready to accept these as perhaps temporarily necessary but ultimately, the view seems to be, psychological science must reduce to physical science in order to become truly legitimate.",2162
2163, What is your definition of evil? ,"Im not sure what you mean by dominant culture. For example, I happen to be Jewish, but that doesn't make me an anti-Semite. I think there are worse things than being a member of a terrorist cult.",2163
2164, Do all people have equal value regardless of their actions or is a person’s value based on their actions? ,"There is no such thing as an equal value. People have different skills, abilities, and so on. Human beings have capacities and rights that differ from one another and from other animals in many respects.",2164
2165, Why are humans so fascinated by mass murderers if their actions are universally considered evil and vile? ,"We are not the first to ask that question. In fact, it is often asked but rarely answered. The reason is that the powerful rarely allow themselves to be puzzled by moral dilemmas.",2165
2166," As people, we feel our moral obligation weaken with physical as well as emotional distance from individuals in need For example, you’re more likely to help someone dying of hunger at your feet than someone dying of hunger in another country How does this human trait of morality dependent on distance shape our world? ","I think we all know the answer to that from our own personal experience. When I was a child in elementary school, I helped feed the hungry children in my neighborhood.",2166
2167," If I steal a loaf of bread from you and eat it, when does the bread itself cease to be yours and becomes mine? ","Well, that depends on what you mean by lawn. An obvious answer is that it doesnt matter what I mean. So, for example, if I say to you, Look, I will give you a sandwich for lunch, but you have to pay for the sandwich, so I am going to keep going after your sandwich.",2167
2168, How much effort should an individual put into not offending others? ,"I dont think there should be any strict guidelines. There are things that you can do that are perfectly legal and appropriate. For example, I think it is perfectly legitimate for a couple of people to go to a demonstration and hand out leaflets saying Vietnam will not be tolerated. Thats perfectly lawful.",2168
2169," If you could start a country from scratch, what would it be like? ",From the ground up. Take a look at the United States. Its been around since the Second World War.,2169
2170," Would a government run with algorithms, AI, and statistics be better or worse than the government we have now? ","Well, you could run a lot of things that way. Take, say, the healthcare system. Its not perfect, but it is better than nothing.",2170
2171, Would the world be a better or worse place if everyone looked the same? ,I dont think there would be much of a change. There might be changes in the degree of conformity and the kinds of institutions that exist but for the most part conformity would increase.,2171
2172," What causes the most harm in the world, but is completely avoidable? ","Im not sure what you mean by preventable. There are a lot of things we can do to reduce the likelihood that they happen. For example, try to stop participating in them. Take a look at the polls, ask yourself what is preventing you from participating, and do something about it, because its very serious.",2172
2173, How far should governments go to prevent its citizens from causing harm to themselves? ,The first duty is to protect the state from its own population. Protecting private power from public scrutiny is a staple of the liberal intellectual culture.,2173
2174, Do people in wealthier countries have a moral obligation to help those in poorer countries? ,I dont think so. I think it is wrong for rich people to benefit from policies that are harming the majority of the population.,2174
2175," What should the role of a government be, what boundaries and limitations should it have? ","I think the government should be a bulwark against the powerful and the privileged. It should not be an instrument of power. In fact, it should ideally be neutral.",2175
2176, Is poverty in society inevitable? ,It is a fact of human nature. We are born into societies with a high level of material deprivation and we continue to live with that until we die. If you look over a long stretch of history poverty has been the worst form of deprivation.,2176
2177, How should we measure the productivity of a society? ,"We should measure it by the number of billionaires, not by how many books are produced.",2177
2178," What would a utopia be like, how would it function and continue to exist? ",A utopian society would have to begin from scratch. It would not exist in any recognizable form because it wouldnt exist within the framework of existing institutions. These institutions would be dismantled and replaced by new ones based on new principles and concepts.,2178
2179," Do you think there will ever be a global government? If a world government did come to power, assuming it wasn’t particularly cruel or evil, would it be a good or bad thing? ","Well, I dont think it would be much of a government. I think a lot of problems would arise. For one thing, there would have to be international supervision of capital movements.",2179
2180, What is the biggest threat to the social contract in our country? ,The threat is that the public will know what the government is up to. And thats a very serious threat. There are two ways to deal with it.,2180
2181," Is it more or less difficult to be successful in the modern world than it was in the past (10, 50, 100, or 1,000 years ago)? ","I do not see any particular difficulty. I think it is harder. There are things that are harder to deal with now. For example, the idea that we have the right to use violence at will, which is a core element of libertarian thought.",2181
2182, Could societies exist without a way to transfer value (ie without money or a barter system)?? ,"Money and money systems are extremely inefficient. In fact, they are so inefficient that a good part of the economy is devoted to minting it.",2182
2183, What would happen if a maximum income of was implemented? ,It would lead to a huge increase in consumption. People would be able to spend more time enjoying themselves and less time worrying about how to feed their family and so on.,2183
2184, What will the economy of wealthy countries look like in 50 to 100 years? ,There is no need to speculate. We can be pretty confident that it will not be very different from what it is now. The major changes are in the financial sector.,2184
2185, What do you think the long-term effects of so many people being glued to their screens will be? ,"I dont think anyone really knows. There are a lot of uncertainties. For example, there is the possibility that some of this will lead to self-censorship, which is bad. That is a bad thing, because it undermines the very basis for a free and open society.",2185
